"Name","Id","Rarity","Description"
"Cardboard Box","a0047c93-8042-4056-8965-9578a15e16c5",2,"Shhh. You can't see me."
"Morph Ball","cd8afb0e-a38b-472f-915c-d9ca6c2485b1",3,"Transform into a sphere that passes two players."
"Cardboard Box","c70542d1-7b68-4904-b7a6-309e455c6581",2,"Shhh. You can't see me."
"Hadouken","6f6e6ecd-d260-4c8b-8603-a5b6f8c1c200",2,"Burst of energy that pulses through the target and results in temporary after shocks."
"Pizza","b69e176b-c150-4f09-af5e-21d176f213a9",1,"Michelangelo's favorite food, dude."
"Holy Water","756875ed-f992-44ad-85cb-2d9a1931d512",2,"Throw at the floor to release temporary holy flames."
"Hard Knuckle","2d29007f-3be3-4d68-928e-9f848b3081b5",2,"Mega Man face punch."
"UUDDLRLRBA","45721240-e3bf-4d60-b46d-38c9351dd911",1,"Konami Code always gives a nice boost."
"Hadouken","dce405fb-5930-4a67-b23b-7b146c0330ec",2,"Burst of energy that pulses through the target and results in temporary after shocks."
"Moogle","c73fea7c-f10d-4a9c-8399-ee6f91df8235",2,"Kupo! Your luck is temporarily increased."
"Fat Guys","0e1d3104-596d-4c5e-870c-c761e0c5ff6e",3,"You may be slow, but you're solid!"
"Moogle","684b6a83-e521-4e4b-80ce-4158c93ba4fe",2,"Kupo! Your luck is temporarily increased."
"Chocobo","299688d1-a3b3-4e39-9c31-c832fb3228c2",3,"You are a master breeder! Gold chocobos bow at your feet."
"Fat Guys","48588619-5baa-464d-a70b-a2be114c222c",3,"You may be slow, but you're solid!"
"Fire Flower","81d24a9c-84b5-4f12-aad3-51aa1ded4787",1,"Throw balls of actual fire. Literally."
"Morger Beard","9675d23c-6b51-4dd0-a698-d2e8729062b7",3,"A protective beard that is flowing and majestic."
"Green Shell","287eb822-6711-4daa-a7f6-33a2fd5b4c2f",1,"Throw at opponent to deliver a good thump on the head."
"Buffalo","5b897f0e-7bfa-4615-9328-247dd8bfb558",2,"Absolutely not dying from dysentery today!"
"Morph Ball","4944249e-6501-45e1-b5fd-35766acbd8c3",3,"Transform into a sphere that passes two players."
"Pony","367eb5a2-15d7-4233-a83d-514184eb72eb",3,"You are a casual gaming princess! Now harvest those crops, your majesty."
"Pokeball","f56706de-a319-42b0-a083-dbdd5ebdb78a",2,"Gotta catch 'em all!"
"Hadouken","b6b7eb7a-e20c-4716-b4e6-63fed4b97d5f",2,"Burst of energy that pulses through the target and results in temporary after shocks."
"Tanooki Suit","dc9b412d-d629-4797-a7cd-7e3ed3d24cf5",2,"Adorable suit that provides temporary protection from attacks."
"Portal Nun","70007acf-ec6a-4595-8a5a-585fff9de977",3,"The Jonathan Dexter Legacy."
"Bullet Bill","ddd79517-b7b4-4cf3-b3e2-04fe3c9bd4c3",3,"Catapult ahead of the competition."
"Charizard","b99e712f-3b5e-44f6-8f71-ae96559af0b6",2,"It's hard to be a diamond in a rhinestone world."
"Pandora's Box","9a57685a-c1b3-40d6-b646-22ce4ee3add8",3,"What's in here? OH NOES!"
"Bullet Bill","853458f5-6f70-4597-8222-92431101b546",3,"Catapult ahead of the competition."
"Wedge","28af5252-253a-4264-846a-367e82ff6d40",1,"Red Wing soldier that bolsters your confidence."
"Treasure Chest","37ed67c9-086b-4f7a-bab6-7b4d84f197aa",3,"Bountiful treasure chest containing three new items."
"Hard Knuckle","65e73054-86d8-4d09-a072-e8a4559c6d4c",2,"Mega Man face punch."
"Green Shell","445eaf1e-c971-4127-8cc3-eb44f36ede91",1,"Throw at opponent to deliver a good thump on the head."
"Miniature Giant Space Hamster","acf1877d-fa7a-410f-8a7b-c148f5f594cb",3,"Boo is always judging!"
"Bo Jackson","040fb740-6326-4b0f-ac30-92e9a535d691",1,"TOUCHDOWN!"
"Master Sword","249f7dd4-6328-4d6b-864a-4d3dc8cd9a8d",3,"It's dangerous to go alone!"
"Charizard","d4188fd8-e05c-4989-8a05-500ed270b273",2,"It's hard to be a diamond in a rhinestone world."
"Wedge","dc4a7846-64e9-4e15-a2c9-a7d40aebd628",1,"Red Wing soldier that bolsters your confidence."
"Biggs","f270c3d4-c1ba-4af0-a693-7930add6fe46",1,"Red Wing soldier that bolsters your confidence."
"Rail Gun","dd6bd899-a0ff-4a0a-8c47-a63b5da02402",3,"Fires depleted uranium slugs at high velocity."
"Green Shell","08610fa8-6de4-4c52-9452-018061940f96",1,"Throw at opponent to deliver a good thump on the head."
"Cardboard Box","a90ea01e-e7cc-48d5-a89d-804263c8e58c",2,"Shhh. You can't see me."
"Buffalo","e69597a7-9d40-4e70-86df-ddc3d15e31b2",2,"Absolutely not dying from dysentery today!"
"Wedge","b65024b8-109d-4ae3-906f-824a886dab03",1,"Red Wing soldier that bolsters your confidence."
"Cardboard Box","75d77164-8301-449e-9aa7-88db1410c584",2,"Shhh. You can't see me."
"Power Pellet: Blinky","ff9229c9-96a2-4bf7-869a-6e97619aefa1",4,"Round object created for the sole purpose of trolling."
"Warthog","4fa67281-b2d9-44dd-930c-c6d9e8088b09",2,"Recon vehicle that temporarily increases speed."
"Gold Ring","8ea1614e-858f-45e3-b78c-49b328daefbb",2,"Shiny ring that provides temporary protection from damage."
"Pokeball","97c8097c-94f9-4efb-ae46-318c0b511f1f",2,"Gotta catch 'em all!"
"Princess","c9d3503e-d989-48bb-bd52-b4eab007a848",3,"A kiss from her majesty that turns a frog into her prince."
"Da Da Da Da Daaa Da DAA da da","702457c6-ac0f-4462-ba7c-123058c49f02",2,"The victory song that delivers a sweet reward."
"Master Sword","23fee38c-1d53-4da9-be48-8fa35ddf847a",3,"It's dangerous to go alone!"
"Pandora's Box","3fe224de-cae0-4b99-be94-de87cbedfd68",3,"What's in here? OH NOES!"
"Da Da Da Da Daaa Da DAA da da","84685b0c-ce7e-486b-9218-3c970c2f7e14",2,"The victory song that delivers a sweet reward."
"SPNKR","e9658a57-70c7-4f97-9b5a-e8f36d3aae5a",3,"Heavy weapon that has questionable aim."
"Fat Guys","605eb72b-2aac-4a2d-ad84-813ffa06a5a3",3,"You may be slow, but you're solid!"
"Tanooki Suit","bf2cbd13-484a-463f-b54d-b3c35d4f7580",2,"Adorable suit that provides temporary protection from attacks."
"Box of Bees","fcf270e2-1c85-4b28-a9f0-465464e0eaae",3,"The Brian Bell Legacy."
"Holy Water","5837d95c-02ee-4946-ba0e-43368edfb8ba",2,"Throw at the floor to release temporary holy flames."
"Pokeball","78ceb86e-2733-4b9e-b0bd-5616b00ad6e8",2,"Gotta catch 'em all!"
"Da Da Da Da Daaa Da DAA da da","a0611343-f025-439e-a64b-bce36e866e45",2,"The victory song that delivers a sweet reward."
"Moogle","d5cd730c-d5d4-4c3a-816a-ef8f34508b77",2,"Kupo! Your luck is temporarily increased."
"Da Da Da Da Daaa Da DAA da da","f551813c-60c3-4db1-a6ae-6fa1060e1321",2,"The victory song that delivers a sweet reward."
"Warthog","965c2b1e-1767-4c66-81d5-e63c21af20f8",2,"Recon vehicle that temporarily increases speed."
"Wedge","e951ce18-9c66-4001-8e66-52cde56093a1",1,"Red Wing soldier that bolsters your confidence."
"Blue Shell","e589d35b-78a9-4d87-ac04-907dfc28c5ac",3,"Mighty Koopa shell that displaces the leader of the pack."
"Mushroom","b05b260b-5afc-43b6-995b-be0e9f2678f8",1,"Maybe edible mushroom."
"Fire Flower","40d926e0-785f-487a-9ccc-83f50886ecf0",1,"Throw balls of actual fire. Literally."
"Bo Jackson","0ab4a9fc-f5f5-4e59-a57c-278f44724b64",1,"TOUCHDOWN!"
"Cardboard Box","8139d00a-cc06-473c-8af8-28f2b6004789",2,"Shhh. You can't see me."
"Holy Water","761b9917-d40f-47f7-ad7d-5035868bc4f0",2,"Throw at the floor to release temporary holy flames."
"SPNKR","efaf9796-6112-48e3-bf9c-022d1617f395",3,"Heavy weapon that has questionable aim."
"Hadouken","2e10b758-99f6-48db-8e24-6e751521f864",2,"Burst of energy that pulses through the target and results in temporary after shocks."
"Miniature Giant Space Hamster","fd4ec2db-27a5-4f14-82ce-beedb78d9d58",3,"Boo is always judging!"
"Gold Ring","f4001b2e-defe-4de2-9f39-3f609c5eb3e9",2,"Shiny ring that provides temporary protection from damage."
"Gold Ring","e9a332b2-f5ec-4d86-91b0-1dd062375981",2,"Shiny ring that provides temporary protection from damage."
"Pizza","ba273609-38aa-40c5-abff-d71a30ae2a6a",1,"Michelangelo's favorite food, dude."
"Wedge","e4b87789-836e-45d3-9c3c-be9ea9173688",1,"Red Wing soldier that bolsters your confidence."
"Moogle","ab47256b-17e6-48c8-bddf-39935401ad78",2,"Kupo! Your luck is temporarily increased."
"Red Crystal","1bd9bb60-0ab6-4df0-b9bf-c8ab13c93a82",3,"You have the power of tornadoes! Take that Deborah Cliff."
"Warthog","20b1e3ce-7a43-4ae7-a78c-13f44efdfc6d",2,"Recon vehicle that temporarily increases speed."
"Buster Sword","2102cf14-78c0-4ab5-b42f-e22586d9990a",3,"Save Aeris!! ... too soon?"
"Moogle","35ecc9d6-ab2c-442a-b416-a484d26a6200",2,"Kupo! Your luck is temporarily increased."
"Charizard","00cb86f6-e77e-456f-b155-14a0288543d4",2,"It's hard to be a diamond in a rhinestone world."
"Master Sword","656edac1-10d4-4d0c-ab18-fa177a2c9bf2",3,"It's dangerous to go alone!"
"Fat Guys","edef3f25-6180-4c4f-828b-64a1aa2541e1",3,"You may be slow, but you're solid!"
"Pony","e1a10295-e3b3-4051-924c-b5d377149dfd",3,"You are a casual gaming princess! Now harvest those crops, your majesty."
"Da Da Da Da Daaa Da DAA da da","54d83a19-1dc7-4c2e-883a-1129b2aed68a",2,"The victory song that delivers a sweet reward."
"Tanooki Suit","0a42ed96-0dcb-46bf-917b-eea334468572",2,"Adorable suit that provides temporary protection from attacks."
"UUDDLRLRBA","c67734d6-3d99-477d-9834-9ce5b1e58c07",1,"Konami Code always gives a nice boost."
"Biggs","a193a8a3-b4c7-4d86-b2e7-e267b221b0c8",1,"Red Wing soldier that bolsters your confidence."
"UUDDLRLRBA","c2b098e8-0459-46ad-880b-82826e1bae68",1,"Konami Code always gives a nice boost."
"Hard Knuckle","9ab9d0ec-7bf0-425d-ab36-1f7fdd0fb233",2,"Mega Man face punch."
"Pandora's Box","f7b672eb-982b-482a-a3a1-6eb3c602f010",3,"What's in here? OH NOES!"
"Green Shell","966ff411-7cc0-4c4e-9b24-a99f15001ac3",1,"Throw at opponent to deliver a good thump on the head."
"Mushroom","d6adb012-86a9-40ec-bb0c-d9079e640c04",1,"Maybe edible mushroom."
"Box of Bees","33095690-356d-47b5-a981-bc116633b002",3,"The Brian Bell Legacy."
"Pokeball","0587fa56-65d9-401d-89bd-f40dea257780",2,"Gotta catch 'em all!"
"Pokeball","9b2a8f8b-c069-41df-94c2-4896515c07dc",2,"Gotta catch 'em all!"
"Hadouken","f7c97f58-9b7d-443e-aa3a-4c04efd7a75d",2,"Burst of energy that pulses through the target and results in temporary after shocks."
"UUDDLRLRBA","3033083d-747a-4d39-99f3-4144a44fef04",1,"Konami Code always gives a nice boost."
"Charizard","34e07479-b8c2-4087-ad2b-152383932eb4",2,"It's hard to be a diamond in a rhinestone world."
"Red Shell","7444e8f5-46ec-49f3-af29-aa6023b9c485",1,"Toss ahead of you to unsuspecting victim."
"Mushroom","0d0efdce-4df4-4b29-ade3-34a856c2938c",1,"Maybe edible mushroom."
"Red Shell","38f63e92-a69e-4596-a47f-cc464c71247f",1,"Toss ahead of you to unsuspecting victim."
"Biggs","c0c34820-8bb1-4e70-9f4d-e946e7dce1f5",1,"Red Wing soldier that bolsters your confidence."
"Gold Ring","d3deecda-2c8d-40d5-8d7c-31ce5549f70a",2,"Shiny ring that provides temporary protection from damage."
"Da Da Da Da Daaa Da DAA da da","8b27e555-45d5-4391-85cb-94bbe0874d18",2,"The victory song that delivers a sweet reward."
"Moogle","37088fe1-a3e3-43f3-a8e8-68103b871955",2,"Kupo! Your luck is temporarily increased."
"Pizza","c9535f8c-bc64-4a73-a349-2e94a79e25aa",1,"Michelangelo's favorite food, dude."
"Pokeball","36db5bdd-0fc4-4586-9919-67cd0ac76439",2,"Gotta catch 'em all!"
"Holy Water","dfaa5687-128c-43ab-8607-030fe394a4a7",2,"Throw at the floor to release temporary holy flames."
"Triforce of Power","fc9855ca-f551-46db-8aea-6b37c8946185",4,"You have acquired the Triforce of Power!"
"Red Shell","9238d343-4b92-4528-a59d-c3321d7033d8",1,"Toss ahead of you to unsuspecting victim."
"Buffalo","31e53c4f-2411-4151-8435-07251f0ab24c",2,"Absolutely not dying from dysentery today!"
"SPNKR","7dbcaeb6-9421-4c34-a7cb-6f150a995b12",3,"Heavy weapon that has questionable aim."
"Warthog","a6c90512-0787-4b98-b6d7-830cee0e36d0",2,"Recon vehicle that temporarily increases speed."
"Green Shell","ddaaf59e-d36d-4535-ab1e-75be875178bb",1,"Throw at opponent to deliver a good thump on the head."
"Holy Water","36df72f1-eb10-463e-9b39-d45cbc8415f0",2,"Throw at the floor to release temporary holy flames."
"Charizard","9f73a529-a968-4ad4-99ef-199d2767ccd7",2,"It's hard to be a diamond in a rhinestone world."
"Rush the Dog","463d4c96-db64-49ed-9731-2baf9d9bdbdb",3,"Loyal canine sidekick that can boost a hero's spirit."
"Varia Suit","e3f4d170-3ae0-47f3-a79a-43af05b48500",3,"Sleek pant suit offering significant protection from foes."
"Warthog","31b607e5-9bdf-40e4-a52f-8fa7f8b820f3",2,"Recon vehicle that temporarily increases speed."
"Banana Peel","40009338-24a1-4fd5-acec-c39db947fa9a",1,"Person behind you 50% chance -100 points"
"Buffalo","f4d6b2e8-6f41-44b6-9e48-dfc18e5a8eaf",2,"Absolutely not dying from dysentery today!"
"Crowbar","44f69012-9c70-46b4-8b22-9c14a0c23be7",1,"Gordon Freeman's weapon of choice."
"Red Crystal","ea676882-ff64-4d75-8edf-e4c3c16b2bd6",3,"You have the power of tornadoes! Take that Deborah Cliff."
"Varia Suit","c2c13110-5167-490a-b236-61ef79494452",3,"Sleek pant suit offering significant protection from foes."
"Buffalo","7d21e602-21a7-46bd-b572-d6f768332e08",2,"Absolutely not dying from dysentery today!"
"Pizza","048fc4e3-9691-492d-b506-8f7da9abb679",1,"Michelangelo's favorite food, dude."
"Warthog","a4a95308-8b76-40b3-aabd-b76460fa0af8",2,"Recon vehicle that temporarily increases speed."
"Star","ddd6b83b-1d86-4408-83eb-ff6974cc1f24",3,"A celestial object that creates temporary invincibility."
"Hard Knuckle","c6f9ae4f-2d36-466b-883c-0b6214d93821",2,"Mega Man face punch."
"Buster Sword","d49d9098-cc43-43f9-ab7b-cbd74b9b7052",3,"Save Aeris!! ... too soon?"
"Buffalo","0eaf405f-83b5-4a25-939a-940b524e8f88",2,"Absolutely not dying from dysentery today!"
"Box of Bees","18765e7a-ce6a-49cf-89bf-c6931e28b95c",3,"The Brian Bell Legacy."
"Moogle","092967e6-b65b-4457-bf74-1957ca272cf3",2,"Kupo! Your luck is temporarily increased."
"Blue Shell","5641b82a-05db-44f1-a037-90e95a893525",3,"Mighty Koopa shell that displaces the leader of the pack."
"Crowbar","7aa455d4-2919-4d1d-a01c-0c891fcc8702",1,"Gordon Freeman's weapon of choice."
"Green Shell","d567760d-2a9a-4ef9-ab0b-607646ca255a",1,"Throw at opponent to deliver a good thump on the head."
"Treasure Chest","89947940-807d-4208-9659-b163def3e07c",3,"Bountiful treasure chest containing three new items."
"Cardboard Box","2155525d-85d1-4605-8782-d68e7d00ada3",2,"Shhh. You can't see me."
"Box of Bees","cbf21ed7-6ca5-4ed6-a53c-beb518fd16cc",3,"The Brian Bell Legacy."
"Skinny Guys","edae5d32-0c5d-431a-bcca-781cf106ec2c",3,"You may be fragile, but you're quick!"
"Holy Water","1ab956b3-1ed1-467d-a607-c8003bdf4da6",2,"Throw at the floor to release temporary holy flames."
"Pokeball","d2a67e34-b15b-4919-9d5d-e063f05fae42",2,"Gotta catch 'em all!"
"Buffalo","e5dc5290-5232-42a1-915f-8a350f17c4bf",2,"Absolutely not dying from dysentery today!"
"Star","f7ac9809-fc73-4dfc-be1e-fd94dca59fa3",3,"A celestial object that creates temporary invincibility."
"Red Shell","9a03b3fc-b3d0-4ef8-aba7-044ee0057d9e",1,"Toss ahead of you to unsuspecting victim."
"Pokeball","e1e7b7bc-d372-42a6-8f0e-5f2d5ece7b4b",2,"Gotta catch 'em all!"
"Cardboard Box","5e1d9d14-22ab-4d46-9ad6-872991b71349",2,"Shhh. You can't see me."
"Warthog","b9c0dc8c-bc61-4e0a-9e95-49dc38e1441d",2,"Recon vehicle that temporarily increases speed."
"Tanooki Suit","9703515e-d8c7-4059-8c15-d7b674ac2946",2,"Adorable suit that provides temporary protection from attacks."
"Wedge","c27ffea7-c84c-4ff2-a2ff-718e775a3825",1,"Red Wing soldier that bolsters your confidence."
"Moogle","d57340dc-c8b5-4fcd-a466-346b09384959",2,"Kupo! Your luck is temporarily increased."
"Pony","cae01b36-21c9-4fbf-9a05-8ccd657b2f8c",3,"You are a casual gaming princess! Now harvest those crops, your majesty."
"Da Da Da Da Daaa Da DAA da da","1a401d9a-76a7-4f12-bf3a-d0796feefe19",2,"The victory song that delivers a sweet reward."
"Cardboard Box","a7e3862b-93d1-4094-8e71-3b825659a65f",2,"Shhh. You can't see me."
"SPNKR","b391b10d-e046-4736-a3b6-a2da72d4f387",3,"Heavy weapon that has questionable aim."
"Crowbar","f6e1e9a5-3704-444b-af05-c091fc19f164",1,"Gordon Freeman's weapon of choice."
"Skinny Guys","a2bad5d1-6ab4-403a-977d-ced8da145d98",3,"You may be fragile, but you're quick!"
"Cardboard Box","ae88f36d-1f0b-4947-96ba-e631efbc0099",2,"Shhh. You can't see me."
"Wedge","8ee030e6-2dce-4d43-9383-ab2b03df1adc",1,"Red Wing soldier that bolsters your confidence."
"Banana Peel","5300b619-8b40-44ee-9bd5-fbfb74b669a9",1,"Person behind you 50% chance -100 points"
"Wedge","e3dd3f07-5236-4cd7-8953-f35bfa13f516",1,"Red Wing soldier that bolsters your confidence."
"Fat Guys","a0b4b8d8-6fc2-4d05-b9fc-bd2a7f96e9a6",3,"You may be slow, but you're solid!"
"Crowbar","0c45878d-383d-41f2-8739-91c8336787ac",1,"Gordon Freeman's weapon of choice."
"Green Shell","5a24b14d-4b45-481d-8785-32e5aacf486b",1,"Throw at opponent to deliver a good thump on the head."
"Buffalo","0e5a347c-647b-4e7f-96da-e6fd0635eae0",2,"Absolutely not dying from dysentery today!"
"Hadouken","8d2e8d9a-4332-4995-8e1e-e3a28f07fb2e",2,"Burst of energy that pulses through the target and results in temporary after shocks."
"Mushroom","f67ab141-84bc-441a-9406-9bf94858c8bf",1,"Maybe edible mushroom."
"Red Shell","5ffcd7ed-aa77-4ef5-88df-e186738f5bf1",1,"Toss ahead of you to unsuspecting victim."
"Hadouken","3cedf55f-cc03-473a-bae7-ff46bd6294a9",2,"Burst of energy that pulses through the target and results in temporary after shocks."
"Fus Ro Dah","80c7dcde-d358-4ba9-9e4c-08d6c3ce6f94",3,"Dragon shout that silences the target."
"Buster Sword","aa88ac60-520c-483e-a274-4b6c7dac8ea8",3,"Save Aeris!! ... too soon?"
"Leeroy Jenkins","2274ce78-d0c1-4c82-8355-505ae2c308ed",3,"Absolutely pathetic battle cry."
"Gold Ring","1f9e1429-8d3a-4e21-a894-ebf825f959e3",2,"Shiny ring that provides temporary protection from damage."
"Banana Peel","2b1db5a9-5602-465d-9e8d-9fccc50c3c13",1,"Person behind you 50% chance -100 points"
"Pokeball","834d48fc-2e4d-49ea-b14e-d0879dfdd1bc",2,"Gotta catch 'em all!"
"Miniature Giant Space Hamster","c8bec693-7d9d-4af0-90fa-84c669689b7a",3,"Boo is always judging!"
"Gold Ring","aaac6995-3698-4dd1-ac59-a5f5889ecb87",2,"Shiny ring that provides temporary protection from damage."
"Roger Wilco","d7cdbfe5-9466-45f0-8e1c-4bd04b0711ad",3,"You defeated aliens with this handy plunger!"
"Charizard","f8565a04-f51a-4fd4-b82d-af8d4b032cf1",2,"It's hard to be a diamond in a rhinestone world."
"Crowbar","e0410e01-5770-49d6-acbb-d783ca03c431",1,"Gordon Freeman's weapon of choice."
"Cardboard Box","76becf74-38a6-434e-ac91-0a39590bb7b7",2,"Shhh. You can't see me."
"UUDDLRLRBA","ab50f378-14a6-432c-88b4-66ef64a2a066",1,"Konami Code always gives a nice boost."
"Crowbar","0473f9a9-b430-467d-9671-e64e54483f08",1,"Gordon Freeman's weapon of choice."
"Rail Gun","54962730-a67f-4800-9a15-2b9a556ea1f6",3,"Fires depleted uranium slugs at high velocity."
"Fus Ro Dah","31c3a63e-c09f-47cd-9128-a3596816c6bc",3,"Dragon shout that silences the target."
"Tanooki Suit","6d801a11-f3a6-4379-abe6-db32a51798a1",2,"Adorable suit that provides temporary protection from attacks."
"Leeroy Jenkins","e0dc45ad-35be-492e-9662-c8427b1de248",3,"Absolutely pathetic battle cry."
"Rush the Dog","3ef7056a-fb1c-4218-aafd-9b0ebdb0c5e0",3,"Loyal canine sidekick that can boost a hero's spirit."
"Morger Beard","e7d7fa45-9ce8-4db9-81b1-3e463654e804",3,"A protective beard that is flowing and majestic."
"Green Shell","e86326d4-e9e5-4fce-8a09-e8f095b89247",1,"Throw at opponent to deliver a good thump on the head."
"Power Pellet: Blinky","c5861993-6248-44d0-9a1a-0d02ac4d49d3",4,"Round object created for the sole purpose of trolling."
"Banana Peel","05b45b80-08ed-44a7-8e3d-523e40dfe7f5",1,"Person behind you 50% chance -100 points"
"Banana Peel","ee868f63-6634-4826-a2e1-cced0b02d1f8",1,"Person behind you 50% chance -100 points"
"Warthog","e8a35931-df4c-46de-814f-767d3c0f75c3",2,"Recon vehicle that temporarily increases speed."
"Mushroom","a9d8ec26-a3da-45d8-aeab-ab6e161e506e",1,"Maybe edible mushroom."
"Hadouken","945a706c-391f-408b-8cf7-d40ce52d7c0f",2,"Burst of energy that pulses through the target and results in temporary after shocks."
"Pokeball","7802a625-f8e4-403b-8b52-50bd44b278ad",2,"Gotta catch 'em all!"
"Chocobo","064ab67d-3e4e-41ea-bedb-0a4271fe8e44",3,"You are a master breeder! Gold chocobos bow at your feet."
"Da Da Da Da Daaa Da DAA da da","9dc3226c-b2a9-41cd-b62d-33c0942cfd2f",2,"The victory song that delivers a sweet reward."
